close,neutral,open
0.16666666666666666,0.3333333333333333,0.5
0.5,0.25,0.25
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5,0.25,0.25
0.4,0.2,0.4
0.5,0.0,0.5
0.16666666666666666,0.3333333333333333,0.5
0.5,0.25,0.25
0.16666666666666666,0.16666666666666666,0.6666666666666666
0.5,0.25,0.25
0.6666666666666666,0.3333333333333333,0.0
0.8,0.2,0.0
0.6,0.2,0.2
0.3333333333333333,0.0,0.6666666666666666
0.0,0.16666666666666666,0.8333333333333334
0.0,0.3333333333333333,0.6666666666666666
0.2,0.4,0.4
0.4,0.0,0.6
0.4,0.4,0.2
0.0,0.25,0.75
0.2857142857142857,0.2857142857142857,0.42857142857142855
0.5,0.25,0.25
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.4,0.2,0.4
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.6,0.0,0.4
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.75,0.25,0.0
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.75,0.25,0.0
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.75,0.25,0.0
