close,neutral,open
0.14285714285714285,0.2857142857142857,0.5714285714285714
0.0,0.3333333333333333,0.6666666666666666
0.14285714285714285,0.2857142857142857,0.5714285714285714
0.375,0.125,0.5
0.0,0.3333333333333333,0.6666666666666666
0.125,0.375,0.5
0.0,0.3333333333333333,0.6666666666666666
0.125,0.0,0.875
0.125,0.25,0.625
0.0,0.3333333333333333,0.6666666666666666
0.375,0.125,0.5
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.25,0.25,0.5
0.375,0.125,0.5
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5,0.125,0.375
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.375,0.25,0.375
0.125,0.25,0.625
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.25,0.375,0.375
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.125,0.25,0.625
0.25,0.25,0.5
0.3333333333333333,0.3333333333333333,0.3333333333333333
